# num_models=20  M=4096  num_seqs=4277
seq_filename,seq_class_name,correct,rank,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20
data/sequences/M4096/E/04448.seq,E,*,1,E,G2,I,I2,P,G,A,Bm,C,I3,F,D,H,M,I4,E1,B,C1,Bu,Bd
data/sequences/M4096/E/04449.seq,E,*,1,E,I2,G2,I,P,G,A,C,I3,F,E1,D,Bm,M,I4,H,C1,B,Bu,Bd
data/sequences/M4096/E/04450.seq,E,*,1,E,G2,P,I,I2,G,A,D,F,C,Bm,H,I3,M,I4,E1,C1,Bu,Bd,B
data/sequences/M4096/E/04453.seq,E,*,1,E,I,I2,G2,P,F,D,G,A,C,E1,I3,Bm,H,M,I4,C1,Bd,B,Bu
data/sequences/M4096/E/04456.seq,E,*,1,E,I2,P,I,G2,G,A,Bm,I3,D,F,C,E1,I4,H,Bd,C1,M,B,Bu
data/sequences/M4096/E/04716.seq,E,*,1,E,F,D,I2,G2,I,P,H,C,A,M,Bm,I3,G,C1,I4,E1,B,Bd,Bu
data/sequences/M4096/E/04718.seq,E,*,1,E,C,I2,P,G2,A,I,H,D,F,Bm,I3,M,I4,G,E1,C1,B,Bd,Bu
data/sequences/M4096/E/04719.seq,E,*,1,E,P,G2,D,I2,G,I,C,F,Bm,A,H,I3,I4,M,C1,E1,B,Bd,Bu
data/sequences/M4096/E/04722.seq,E,*,1,E,C,I2,I,D,G2,A,P,F,I3,Bm,H,M,E1,I4,G,C1,Bu,Bd,B
data/sequences/M4096/E/04723.seq,E,*,1,E,I,I2,G2,P,C,D,A,F,G,Bm,H,I3,M,I4,E1,C1,Bu,B,Bd
data/sequences/M4096/E/04724.seq,E,*,1,E,I,G2,I2,P,D,F,G,H,A,C,M,I3,Bm,C1,E1,I4,Bd,Bu,B
data/sequences/M4096/E/04726.seq,E,*,1,E,I2,I,P,G2,C,F,A,G,D,H,I3,Bm,M,E1,I4,C1,B,Bd,Bu
data/sequences/M4096/E/04729.seq,E,*,1,E,I2,I,C,G2,P,A,F,D,G,I3,Bm,E1,I4,H,C1,M,Bu,Bd,B
data/sequences/M4096/E/04730.seq,E,*,1,E,I2,I,G2,P,C,A,F,Bm,G,I3,I4,D,H,M,E1,C1,Bd,Bu,B
data/sequences/M4096/E/04731.seq,E,*,1,E,I,I2,G2,P,C,A,D,G,F,Bm,I3,H,I4,M,E1,Bd,Bu,B,C1
data/sequences/M4096/E/04732.seq,E,*,1,E,I2,I,P,G2,A,G,D,E1,C,Bm,I3,F,H,M,I4,C1,Bd,Bu,B
data/sequences/M4096/E/04733.seq,E,*,1,E,I,I2,E1,G2,A,P,G,C,I3,Bm,F,D,I4,H,M,Bd,Bu,C1,B
data/sequences/M4096/E/04736.seq,E,*,1,E,I2,I,G2,G,P,A,D,C,Bm,H,I4,F,I3,M,B,E1,C1,Bd,Bu
data/sequences/M4096/E/04737.seq,E,*,1,E,I,I2,P,G2,G,A,C,I3,E1,D,Bm,F,I4,H,M,C1,Bu,Bd,B
data/sequences/M4096/E/04738.seq,E,*,1,E,I,I2,G2,P,G,A,E1,C,I3,Bm,D,F,I4,M,H,C1,Bu,Bd,B
data/sequences/M4096/E/04739.seq,E,*,1,E,I,I2,G2,P,G,A,C,I3,E1,Bm,F,D,I4,M,H,B,Bu,Bd,C1
data/sequences/M4096/E/04743.seq,E,*,1,E,I2,I,G2,E1,P,A,C,G,D,F,I3,Bm,M,I4,H,C1,Bu,Bd,B
data/sequences/M4096/E/04744.seq,E,*,1,E,I2,I,G2,P,C,G,A,F,E1,I3,I4,D,Bm,M,H,C1,Bu,B,Bd
data/sequences/M4096/E/04745.seq,E,*,1,E,I2,G2,I,G,C,P,A,Bm,F,D,E1,I3,M,I4,H,C1,Bu,B,Bd
data/sequences/M4096/E/04746.seq,E,*,1,E,I2,I,P,G2,G,C,A,F,Bm,E1,I3,D,M,I4,H,C1,Bu,B,Bd
data/sequences/M4096/E/04749.seq,E,*,1,E,I2,P,I,G2,G,C,Bm,A,D,I3,E1,F,I4,M,H,B,Bu,C1,Bd
data/sequences/M4096/E/04750.seq,E,*,1,E,I2,G2,P,I,C,G,A,Bm,F,E1,D,I3,M,I4,H,C1,Bu,B,Bd
data/sequences/M4096/E/04751.seq,E,*,1,E,I2,I,G,G2,P,E1,A,C,D,I3,Bm,I4,M,F,H,Bu,Bd,C1,B
data/sequences/M4096/E/04816.seq,E,*,1,E,A,D,G2,C,I,I2,F,E1,P,Bm,M,I3,I4,G,C1,Bu,Bd,H,B
data/sequences/M4096/E/04817.seq,E,*,1,E,I,C,I2,G2,A,E1,D,P,F,M,G,Bm,I3,I4,C1,H,Bu,Bd,B
data/sequences/M4096/E/04819.seq,E,*,1,E,P,I,G2,D,G,I2,A,H,C,M,F,Bm,I3,I4,E1,C1,Bu,Bd,B
data/sequences/M4096/E/04822.seq,E,*,1,E,G2,I,I2,A,P,G,D,C,F,E1,Bm,M,I3,H,I4,C1,Bu,Bd,B
data/sequences/M4096/E/04823.seq,E,*,1,E,I,G2,I2,P,G,A,C,D,I3,Bm,F,I4,M,H,E1,Bd,Bu,C1,B
data/sequences/M4096/E/04824.seq,E,*,1,E,G2,I,I2,G,P,A,D,C,M,F,E1,Bm,I3,H,I4,B,C1,Bd,Bu
data/sequences/M4096/E/04825.seq,E,*,1,E,G,G2,I,P,I2,H,D,I3,A,C,M,Bm,F,E1,I4,C1,B,Bu,Bd
data/sequences/M4096/E/04828.seq,E,*,1,E,I,G2,I2,P,G,C,E1,D,F,A,I3,M,Bm,I4,Bu,H,C1,Bd,B
data/sequences/M4096/E/04830.seq,E,*,1,E,I2,I,G2,P,G,D,E1,C,F,A,H,I3,Bm,M,I4,Bu,C1,Bd,B
data/sequences/M4096/E/04831.seq,E,*,1,E,I2,G2,I,P,E1,A,G,D,F,C,Bm,I3,M,I4,H,Bu,Bd,B,C1
data/sequences/M4096/E/04832.seq,E,*,1,E,I,I2,D,P,G2,G,C,A,Bm,F,E1,M,I3,B,C1,H,I4,Bu,Bd
data/sequences/M4096/E/04836.seq,E,*,1,E,I,G2,I2,P,D,A,F,C,G,M,E1,Bm,H,I3,Bu,I4,C1,B,Bd
data/sequences/M4096/E/04837.seq,E,*,1,E,I,I2,P,D,A,G2,G,Bm,I3,C,H,F,I4,E1,M,B,Bu,Bd,C1
data/sequences/M4096/E/04838.seq,E,*,1,E,I,I2,G2,P,A,D,G,F,E1,C,M,H,Bm,I4,I3,Bd,Bu,C1,B
data/sequences/M4096/E/04839.seq,E,*,1,E,I,D,I2,P,C,G2,G,F,A,M,H,E1,I3,Bm,I4,Bu,Bd,B,C1
data/sequences/M4096/E/04842.seq,E,*,1,E,I,I2,G2,P,C,F,G,A,D,Bm,I3,I4,H,M,C1,E1,Bd,Bu,B
data/sequences/M4096/E/04844.seq,E,*,1,E,D,I2,I,P,C,A,F,G2,Bm,H,M,C1,I3,I4,E1,G,Bd,B,Bu
data/sequences/M4096/E/04845.seq,E,*,1,E,I,I2,P,G2,D,G,C,A,F,Bm,M,H,E1,I3,B,C1,I4,Bu,Bd
data/sequences/M4096/E/04846.seq,E,*,1,E,I,I2,D,P,G2,G,F,C,A,M,E1,Bm,H,Bu,I3,I4,C1,Bd,B
data/sequences/M4096/E/04849.seq,E,*,1,E,I,A,I2,D,G,P,G2,I3,F,C,Bm,E1,I4,H,Bd,M,Bu,B,C1
data/sequences/M4096/E/04850.seq,E,*,1,E,I,I2,G2,P,A,D,C,F,G,Bm,E1,I3,Bd,I4,H,Bu,M,B,C1
data/sequences/M4096/E/04851.seq,E,*,1,E,I,I2,P,G2,D,G,A,F,Bm,C,I3,E1,H,I4,M,Bd,Bu,B,C1
data/sequences/M4096/E/04853.seq,E,*,1,E,D,G,I,G2,P,I2,A,F,H,M,I3,C,Bm,I4,E1,Bd,B,C1,Bu
data/sequences/M4096/E/04856.seq,E,*,1,E,I,D,I2,G,P,G2,A,H,C,F,I3,Bm,E1,M,I4,Bu,B,Bd,C1
data/sequences/M4096/E/04857.seq,E,*,1,E,I,I2,G2,P,D,G,A,E1,F,C,I3,M,Bm,H,B,I4,Bu,C1,Bd
data/sequences/M4096/E/04858.seq,E,*,1,E,D,P,I,I2,F,G2,A,G,C,M,Bm,E1,H,I3,I4,Bd,C1,Bu,B
data/sequences/M4096/E/04859.seq,E,*,1,E,D,I,I2,P,G2,G,A,C,F,I3,Bm,M,E1,I4,H,C1,B,Bd,Bu
data/sequences/M4096/E/04975.seq,E,*,1,E,E1,G2,I,I2,A,C,P,G,D,F,M,I3,H,Bm,I4,C1,B,Bd,Bu
data/sequences/M4096/E/04976.seq,E,*,1,E,G2,C,I2,I,A,E1,D,F,P,M,Bm,G,H,I3,Bd,I4,C1,Bu,B
data/sequences/M4096/E/04977.seq,E,*,1,E,G2,I2,I,P,C,E1,G,M,A,F,D,Bm,I3,I4,H,C1,Bu,Bd,B
data/sequences/M4096/E/04978.seq,E,*,1,E,I2,I,G2,E1,P,A,G,C,Bm,F,I3,D,M,I4,C1,H,B,Bd,Bu
data/sequences/M4096/E/04981.seq,E,*,1,E,I2,I,G2,G,C,P,Bm,F,D,A,E1,M,I3,I4,Bu,H,Bd,C1,B
data/sequences/M4096/E/04982.seq,E,*,1,E,I,I2,G,P,G2,E1,M,C,A,Bm,I3,D,F,I4,H,Bu,B,Bd,C1
data/sequences/M4096/E/04983.seq,E,*,1,E,I2,I,E1,G2,P,G,A,D,C,F,Bm,M,I3,Bd,I4,Bu,B,C1,H
data/sequences/M4096/E/04984.seq,E,*,1,E,G2,G,I2,I,E1,P,C,A,M,D,F,I3,I4,Bm,Bu,H,Bd,B,C1
data/sequences/M4096/E/04987.seq,E,*,1,E,I2,I,G2,P,E1,G,A,F,C,D,Bm,I3,H,M,I4,Bd,Bu,B,C1
data/sequences/M4096/E/04988.seq,E,*,1,E,I2,G2,E1,I,P,C,A,F,G,M,D,I3,Bm,I4,Bu,Bd,B,C1,H
data/sequences/M4096/E/04989.seq,E,*,1,E,I2,G2,I,E1,P,C,F,G,D,A,Bm,M,I4,I3,H,Bd,B,C1,Bu
data/sequences/M4096/E/04990.seq,E,*,1,E,G2,I,G,I2,P,C,E1,F,A,D,Bm,M,I3,I4,H,Bd,Bu,C1,B
data/sequences/M4096/E/04993.seq,E,!,2,E1,E,I2,G2,A,I,G,C,P,M,D,F,Bm,I3,I4,H,Bd,Bu,B,C1
data/sequences/M4096/E/04994.seq,E,*,1,E,I,I2,G2,P,E1,G,A,C,D,Bm,F,M,I3,H,I4,Bd,Bu,C1,B
data/sequences/M4096/E/04995.seq,E,*,1,E,I2,E1,I,G2,A,G,P,C,D,F,Bm,M,I3,I4,Bd,H,B,C1,Bu
data/sequences/M4096/E/04998.seq,E,*,1,E,I2,I,P,G,A,G2,D,F,C,E1,Bm,I4,I3,M,Bd,C1,H,Bu,B
data/sequences/M4096/E/04999.seq,E,*,1,E,I,I2,E1,G2,P,D,G,A,C,F,M,Bm,H,I3,I4,Bd,B,Bu,C1
data/sequences/M4096/E/05000.seq,E,*,1,E,I2,I,E1,G,P,G2,A,D,C,Bm,F,I3,I4,Bd,H,M,Bu,C1,B
data/sequences/M4096/E/05001.seq,E,*,1,E,I,I2,P,D,G2,G,E1,C,A,Bm,F,M,I3,I4,H,Bu,Bd,B,C1
data/sequences/M4096/E/05004.seq,E,*,1,E,I2,P,A,D,I,C,G2,Bm,I3,F,G,H,M,I4,E1,B,Bd,C1,Bu
data/sequences/M4096/E/05006.seq,E,*,1,E,I2,I,E1,G2,A,P,D,C,G,F,Bm,H,M,I3,Bd,C1,I4,Bu,B
data/sequences/M4096/E/05007.seq,E,*,1,E,I,E1,I2,G2,A,C,F,P,D,G,Bm,I3,I4,H,M,Bd,Bu,B,C1
data/sequences/M4096/E/05120.seq,E,*,1,E,I,I2,G2,D,A,C,F,P,E1,G,I3,H,Bm,M,I4,C1,B,Bu,Bd
data/sequences/M4096/E/05121.seq,E,*,1,E,I,I2,C,A,G2,D,P,F,Bm,G,E1,M,H,I3,I4,B,C1,Bu,Bd
data/sequences/M4096/E/05126.seq,E,*,1,E,G2,I,I2,P,G,D,A,C,F,E1,H,Bm,I3,I4,M,B,C1,Bu,Bd
data/sequences/M4096/E/05127.seq,E,*,1,E,I,D,P,I2,G2,F,G,A,C,H,I3,M,Bm,I4,E1,C1,B,Bu,Bd
data/sequences/M4096/E/05128.seq,E,*,1,E,I,P,G2,I2,G,A,D,C,F,H,M,Bm,I3,I4,E1,B,Bd,C1,Bu
data/sequences/M4096/E/05129.seq,E,*,1,E,I,G2,I2,G,P,D,A,C,F,Bm,I3,H,I4,M,C1,E1,B,Bd,Bu
data/sequences/M4096/E/05133.seq,E,*,1,E,I,D,I2,P,G2,H,G,A,F,C,Bm,I3,M,I4,B,E1,C1,Bu,Bd
data/sequences/M4096/E/05134.seq,E,*,1,E,I,P,I2,D,G2,A,F,C,G,Bm,H,I3,C1,I4,E1,M,B,Bu,Bd
data/sequences/M4096/E/05135.seq,E,*,1,E,D,I2,I,P,C,G,F,A,G2,Bm,H,I3,I4,M,C1,E1,B,Bd,Bu
data/sequences/M4096/E/05136.seq,E,*,1,E,I2,G2,D,I,G,F,P,H,C,A,Bm,I3,M,I4,E1,C1,Bu,Bd,B
data/sequences/M4096/E/05139.seq,E,*,1,E,I,I2,P,C,G2,D,A,G,F,I3,H,Bm,I4,C1,E1,Bd,M,B,Bu
data/sequences/M4096/E/05140.seq,E,*,1,E,I,D,I2,H,C,G2,P,F,G,A,M,I3,Bm,I4,E1,B,Bd,C1,Bu
data/sequences/M4096/E/05141.seq,E,*,1,E,I,I2,P,C,D,G2,H,F,A,G,Bm,I3,M,E1,I4,C1,Bu,Bd,B
data/sequences/M4096/E/05147.seq,E,*,1,E,I2,I,D,G2,C,A,F,Bm,P,H,G,I3,B,I4,C1,M,Bd,E1,Bu
data/sequences/M4096/E/05148.seq,E,*,1,E,I,I2,C,G2,D,P,F,A,H,G,Bm,I3,M,I4,C1,B,E1,Bu,Bd
data/sequences/M4096/E/05149.seq,E,*,1,E,I,D,I2,G2,G,A,P,C,F,Bm,H,I3,I4,E1,M,C1,B,Bu,Bd
data/sequences/M4096/E/05150.seq,E,*,1,E,I,D,I2,P,G2,F,C,A,H,G,Bm,I3,M,E1,I4,C1,B,Bd,Bu
data/sequences/M4096/E/05233.seq,E,*,1,E,I,I2,G2,D,F,P,A,H,G,C,Bm,I3,I4,C1,E1,M,Bd,Bu,B
data/sequences/M4096/E/05234.seq,E,*,1,E,P,I,I2,G2,D,F,A,C,H,I4,Bm,I3,G,M,C1,E1,Bd,Bu,B
data/sequences/M4096/E/05235.seq,E,*,1,E,I2,G,P,G2,I,H,I3,D,C,F,Bm,I4,A,M,C1,E1,Bd,Bu,B
data/sequences/M4096/E/05236.seq,E,*,1,E,I2,G2,I,P,D,F,H,C,A,G,I4,Bm,I3,M,C1,E1,Bd,Bu,B
data/sequences/M4096/E/05239.seq,E,*,1,E,D,G2,P,I2,I,F,C,M,H,A,Bm,I4,G,I3,E1,Bd,C1,Bu,B
data/sequences/M4096/E/05241.seq,E,*,1,E,I2,P,G2,F,I,D,H,A,C,I3,Bm,G,I4,M,E1,C1,Bd,B,Bu
data/sequences/M4096/E/05242.seq,E,*,1,E,D,G2,P,I2,I,F,G,C,H,M,A,Bm,I4,I3,C1,E1,Bd,Bu,B
data/sequences/M4096/E/05243.seq,E,*,1,E,G2,I,I2,F,P,C,D,A,H,E1,Bm,G,I3,C1,I4,M,Bu,Bd,B
data/sequences/M4096/E/05246.seq,E,*,1,E,I2,I,G2,P,F,D,G,C,A,H,I4,I3,Bm,M,Bd,C1,E1,Bu,B
data/sequences/M4096/E/05247.seq,E,*,1,E,I2,I,G2,P,D,F,G,A,H,C,Bm,I3,I4,E1,M,C1,Bd,Bu,B
data/sequences/M4096/E/05248.seq,E,*,1,E,I,G2,D,I2,P,H,F,C,A,G,Bm,M,I3,I4,E1,C1,Bd,Bu,B
data/sequences/M4096/E/05255.seq,E,*,1,E,I,I2,P,G2,D,F,H,G,C,M,I3,I4,A,Bm,E1,C1,Bd,Bu,B
data/sequences/M4096/E/05256.seq,E,*,1,E,I,D,G2,I2,F,P,C,H,G,I4,Bm,A,I3,M,C1,Bd,E1,Bu,B
data/sequences/M4096/E/05373.seq,E,*,1,E,I,I2,G2,D,P,C,F,A,H,Bm,M,G,I3,I4,E1,Bd,C1,Bu,B
data/sequences/M4096/E/05374.seq,E,*,1,E,I,I2,F,D,P,C,Bm,A,G2,M,H,I4,I3,G,Bd,C1,E1,B,Bu
data/sequences/M4096/E/05375.seq,E,*,1,E,I,G2,P,D,F,I2,A,C,H,I3,G,M,Bm,I4,C1,E1,Bd,Bu,B
data/sequences/M4096/E/05376.seq,E,*,1,E,D,P,H,G2,I,I2,M,F,I4,G,A,I3,C,Bm,C1,E1,Bd,Bu,B
data/sequences/M4096/E/05377.seq,E,*,1,E,I,G2,P,I2,F,C,D,A,H,E1,Bm,I4,I3,M,G,Bd,C1,Bu,B
data/sequences/M4096/E/05380.seq,E,*,1,E,I,P,D,H,I2,G2,M,F,I3,A,C,G,I4,Bm,C1,Bd,E1,Bu,B
data/sequences/M4096/E/05381.seq,E,*,1,E,I,D,H,C,P,F,I2,Bm,G2,M,A,I3,G,I4,Bd,C1,E1,Bu,B
data/sequences/M4096/E/05382.seq,E,*,1,E,D,I2,G2,I,P,M,F,C,H,Bm,A,I4,I3,C1,G,Bd,E1,Bu,B
data/sequences/M4096/E/05383.seq,E,*,1,E,D,I2,G2,I,P,F,A,M,H,I3,C,Bm,I4,G,E1,Bd,C1,Bu,B
data/sequences/M4096/E/05384.seq,E,*,1,E,M,D,H,P,I,F,I2,G2,C,Bm,A,G,I3,I4,Bd,C1,E1,Bu,B
data/sequences/M4096/E/05385.seq,E,*,1,E,D,F,I,P,G2,H,A,I2,C,M,Bm,I3,G,I4,Bd,C1,E1,Bu,B
data/sequences/M4096/E/05389.seq,E,*,1,E,D,I,F,G2,P,I2,C,A,Bm,H,I3,M,G,Bd,I4,C1,E1,Bu,B
data/sequences/M4096/E/05390.seq,E,*,1,E,I,D,F,P,H,C,G2,I2,A,M,I3,Bm,G,I4,Bd,E1,C1,Bu,B
data/sequences/M4096/E/05391.seq,E,*,1,E,G2,I,I2,D,F,H,A,P,Bm,C,I3,I4,G,M,E1,C1,Bu,Bd,B
data/sequences/M4096/E/05395.seq,E,*,1,E,I,G2,I2,P,F,C,D,A,H,M,E1,I3,Bm,G,I4,C1,Bd,Bu,B
data/sequences/M4096/E/05397.seq,E,*,1,E,I,I2,F,D,G2,P,A,C,M,I3,Bm,H,G,E1,I4,C1,Bd,Bu,B
data/sequences/M4096/E/05398.seq,E,*,1,E,F,D,H,G2,A,I,Bm,I2,P,C,I3,M,G,I4,Bd,E1,C1,Bu,B
data/sequences/M4096/E/05400.seq,E,*,1,E,D,H,I,F,G2,P,I2,A,I3,C,Bm,M,I4,G,Bd,E1,C1,Bu,B
data/sequences/M4096/E/05403.seq,E,*,1,E,D,I2,P,G2,H,Bm,I,C,F,A,M,G,I3,I4,C1,Bd,E1,B,Bu
data/sequences/M4096/E/05405.seq,E,*,1,E,P,H,D,I2,M,G2,F,I,A,I3,C,Bm,I4,G,Bd,C1,E1,Bu,B
data/sequences/M4096/E/05406.seq,E,*,1,E,G2,P,I,I2,D,F,H,M,C,Bm,A,I3,G,I4,C1,Bd,E1,Bu,B
data/sequences/M4096/E/05407.seq,E,*,1,E,I,P,G2,F,D,C,I2,M,H,A,Bm,I3,C1,G,E1,I4,Bd,Bu,B
data/sequences/M4096/E1/00823.seq,E1,*,1,E1,E,D,I,I2,G,A,P,G2,C,F,I3,Bm,Bu,Bd,H,I4,M,C1,B
data/sequences/M4096/E1/00973.seq,E1,*,1,E1,E,G2,I2,C,P,D,I,F,A,Bm,G,M,I3,I4,H,Bd,C1,Bu,B
data/sequences/M4096/E1/00978.seq,E1,*,1,E1,E,P,I2,G,I,D,G2,A,C,F,Bm,M,I3,H,I4,Bd,C1,Bu,B
data/sequences/M4096/E1/00983.seq,E1,*,1,E1,E,G2,I2,I,C,F,D,P,A,Bm,G,I3,M,Bd,H,I4,Bu,B,C1
data/sequences/M4096/E1/00988.seq,E1,*,1,E1,E,I2,G2,I,P,D,C,F,G,A,Bm,M,I3,H,I4,Bd,Bu,C1,B
data/sequences/M4096/E1/00994.seq,E1,*,1,E1,E,G2,P,D,F,C,I2,A,I,M,G,I3,Bm,H,I4,Bd,C1,B,Bu
data/sequences/M4096/E1/01000.seq,E1,*,1,E1,E,G2,I2,I,C,D,A,F,P,M,G,Bm,I3,I4,Bu,Bd,H,C1,B
data/sequences/M4096/E1/01011.seq,E1,*,1,E1,E,G2,C,I2,I,F,D,A,P,G,I3,Bm,Bd,M,H,I4,Bu,C1,B
data/sequences/M4096/E1/01028.seq,E1,*,1,E1,E,I2,I,G2,P,A,C,D,F,G,I3,Bd,Bm,Bu,B,H,I4,C1,M
data/sequences/M4096/E1/01572.seq,E1,*,1,E1,E,P,G2,I,I2,G,D,M,C,F,A,I3,B,Bm,I4,Bd,H,C1,Bu
data/sequences/M4096/E1/01582.seq,E1,*,1,E1,E,G2,I,I2,P,D,F,C,A,G,M,I3,B,Bd,Bm,I4,C1,H,Bu
data/sequences/M4096/E1/03661.seq,E1,*,1,E1,C,G2,F,E,D,I2,P,I,A,G,Bm,I4,M,H,I3,C1,Bd,B,Bu
data/sequences/M4096/E1/03666.seq,E1,*,1,E1,C,G2,F,E,P,D,I2,I,A,G,I4,Bm,H,I3,M,C1,B,Bu,Bd
data/sequences/M4096/E1/03671.seq,E1,*,1,E1,C,G2,E,F,I2,D,P,I,A,G,M,Bm,H,I4,I3,C1,Bd,B,Bu
data/sequences/M4096/E1/03682.seq,E1,*,1,E1,C,E,G2,D,I2,I,F,P,A,M,Bm,G,H,I4,I3,C1,B,Bd,Bu
data/sequences/M4096/E1/04303.seq,E1,*,1,E1,C,G2,F,E,I,I2,A,P,D,M,Bm,I3,G,C1,I4,Bd,Bu,H,B
data/sequences/M4096/E1/04307.seq,E1,*,1,E1,G2,E,C,I,I2,P,A,F,D,M,Bm,G,I3,C1,I4,Bd,Bu,H,B
data/sequences/M4096/E1/04312.seq,E1,*,1,E1,G2,E,I2,I,C,P,F,A,D,M,Bm,G,I4,I3,Bd,C1,Bu,H,B
data/sequences/M4096/E1/04317.seq,E1,*,1,E1,G2,E,I2,I,F,C,P,A,D,M,I3,G,Bm,I4,Bu,C1,B,H,Bd
data/sequences/M4096/E1/04997.seq,E1,*,1,E1,E,I2,A,G2,I,G,M,C,P,D,F,Bm,I3,H,I4,B,Bd,Bu,C1
data/sequences/M4096/E1/05003.seq,E1,*,1,E1,E,G2,I,I2,A,C,D,F,P,M,G,Bm,I3,I4,H,Bu,Bd,B,C1
data/sequences/M4096/F/00041.seq,F,*,1,F,D,C,E,A,I,P,I2,G2,C1,E1,I3,M,Bm,I4,Bu,G,Bd,H,B
data/sequences/M4096/F/00047.seq,F,*,1,F,D,C,A,E,I,I2,G2,P,C1,M,I3,E1,Bm,I4,G,Bu,Bd,H,B
data/sequences/M4096/F/00050.seq,F,*,1,F,D,E,C,A,I2,G2,I,E1,P,M,I3,I4,G,Bm,C1,Bd,Bu,H,B
data/sequences/M4096/F/00053.seq,F,*,1,F,C,D,E,A,I,I2,G2,P,E1,Bm,M,I3,I4,C1,Bd,B,H,Bu,G
data/sequences/M4096/F/00167.seq,F,*,1,F,A,D,I2,I,E,C,I3,C1,G2,P,Bm,E1,G,M,Bu,Bd,I4,B,H
data/sequences/M4096/F/00172.seq,F,*,1,F,C,D,E,A,I,I2,P,G2,I3,Bu,G,I4,Bm,C1,E1,M,Bd,H,B
data/sequences/M4096/F/00175.seq,F,*,1,F,C,D,E,A,I,P,G2,I2,E1,I3,G,I4,Bm,Bu,M,C1,Bd,B,H
data/sequences/M4096/F/00178.seq,F,*,1,F,C,D,E,A,I,P,I2,G2,E1,I3,G,M,Bm,I4,Bd,C1,Bu,B,H
data/sequences/M4096/F/00181.seq,F,*,1,F,C,D,A,E,I,I2,P,G2,I3,G,Bm,Bu,I4,M,E1,Bd,C1,B,H
data/sequences/M4096/F/00184.seq,F,*,1,F,D,C,A,E,I,I2,G2,P,I3,M,Bm,I4,E1,Bd,H,G,Bu,C1,B
data/sequences/M4096/F/00310.seq,F,*,1,F,C,D,E,A,I2,I,P,G2,I3,G,I4,Bu,Bm,Bd,C1,M,E1,H,B
data/sequences/M4096/F/00324.seq,F,*,1,F,D,C,C1,A,E,P,I2,I,I3,G2,I4,Bm,M,Bu,E1,Bd,G,H,B
data/sequences/M4096/F/00331.seq,F,*,1,F,I,A,E,I2,C1,C,D,P,I3,G2,Bm,G,Bu,I4,E1,M,Bd,B,H
data/sequences/M4096/F/00337.seq,F,*,1,F,C,D,A,E,I,G2,P,I2,I3,G,C1,Bm,Bu,Bd,I4,M,E1,H,B
data/sequences/M4096/F/00341.seq,F,*,1,F,C,D,A,E,I,G2,I2,P,E1,I3,Bm,G,M,Bd,I4,C1,Bu,B,H
data/sequences/M4096/F/00344.seq,F,*,1,F,D,C,A,E,I,G2,I2,E1,P,I3,M,G,Bm,B,I4,H,C1,Bu,Bd
data/sequences/M4096/F/00347.seq,F,*,1,F,D,C,E,A,I,G2,I2,P,E1,Bm,M,I3,Bu,I4,C1,G,H,Bd,B
data/sequences/M4096/F/00350.seq,F,*,1,F,C,D,E,A,I,G2,P,G,I2,Bm,E1,C1,M,I3,I4,Bu,Bd,B,H
data/sequences/M4096/F/00359.seq,F,*,1,F,C,D,A,E,I,G2,I2,P,G,Bm,I3,C1,Bu,I4,E1,Bd,M,H,B
data/sequences/M4096/F/00362.seq,F,*,1,F,D,C,E,A,I,I2,P,G2,M,G,Bm,I3,Bd,Bu,C1,H,I4,E1,B
data/sequences/M4096/F/00368.seq,F,*,1,F,C,D,A,E,G2,I,P,I2,Bm,C1,E1,I3,M,I4,Bu,G,Bd,H,B
data/sequences/M4096/F/00371.seq,F,*,1,F,D,C,E,A,I,G2,I2,P,Bm,M,I3,G,I4,Bu,C1,Bd,H,B,E1
data/sequences/M4096/F/00374.seq,F,*,1,F,D,C,E,A,I,G2,I2,E1,M,G,P,I3,Bm,H,Bu,C1,Bd,I4,B
data/sequences/M4096/F/00380.seq,F,*,1,F,D,C,A,E,G2,I,I2,Bm,P,I3,E1,Bu,G,Bd,C1,I4,M,H,B
data/sequences/M4096/F/00383.seq,F,*,1,F,C,D,A,E,I,G2,I2,P,I3,Bm,C1,Bd,Bu,E1,G,M,I4,H,B
data/sequences/M4096/F/00573.seq,F,*,1,F,I,C,A,D,I2,E,P,G2,C1,G,I3,Bm,H,E1,Bu,I4,M,Bd,B
data/sequences/M4096/F/00579.seq,F,*,1,F,D,C,E,I2,A,I,G2,M,P,E1,G,C1,H,Bm,I3,I4,Bu,Bd,B
data/sequences/M4096/F/00584.seq,F,*,1,F,I,E,I2,C1,C,P,A,D,G2,Bu,I3,I4,Bm,G,Bd,M,B,E1,H
data/sequences/M4096/F/00587.seq,F,*,1,F,C,D,A,E,I,C1,P,I3,I2,G2,Bm,Bu,Bd,I4,G,E1,H,B,M
data/sequences/M4096/F/00590.seq,F,*,1,F,D,C,E,A,I,G2,P,I2,Bm,G,I3,C1,M,E1,Bu,Bd,I4,B,H
data/sequences/M4096/F/00596.seq,F,*,1,F,C,E,D,I,A,P,C1,G,I2,G2,Bm,Bu,I3,Bd,I4,B,H,E1,M
data/sequences/M4096/F/00599.seq,F,*,1,F,D,C,E,A,Bm,I,P,G2,I3,I2,Bu,G,C1,E1,I4,Bd,H,M,B
